id,label,t1,t2,article_number
H28-26-1,Y,"
Article 652
The provisions of Article 620
apply mutatis mutandis to mandates.
Article 620
If a lease is cancelled, the cancellation becomes effective solely toward the future. In such a case, the cancellation does not preclude a claim for compensation for loss or damage..
","
In cases where a mandate is cancelled for default, the cancellation shall be effective solely toward the future.
",652|620
H28-26-2,N,"
Article 643
A mandate becomes effective when a first party asks a second party with performing a juridical act, and the second party accepts this.
Article 656
The provisions of this Section apply mutatis mutandis to entrustments of business that do not constitute juridical acts..
","
A quasi-mandate shall be effective even if it is not made in writing but a mandate shall not be effective unless it is made in writing.
",643|656
H28-27-1,Y,"
Article 675
(1) A creditor of a partnership may exercise the rights of the creditor against the partnership property.
(2) A creditor of a partnership may, at the choice of the creditor, exercise the rights of the creditor against each partner in proportion to their shares of loss or in equal proportions;provided, however, that if a creditor of a partnership knew the proportion of each partner's share of loss at the time of occurrence of the claim, the exercise of the creditor's rights is based on those proportions..
","
If a creditor of a partnership did not know, when his/her claim arose, the proportions of the partners' shares of losses, the creditor may exercise his/her rights against each partner in equal proportions.
",675
H28-27-2,N,"
Article 677
A partner's creditor may not exercise the rights of that creditor against the partnership property..
","
An obligor of a partnership may set off his/her obligation against his/her claim against the partners.
",677
H28-27-4,N,"
Article 679
Beyond the cases referred to in the preceding Article, partners withdraw on the following grounds:
(i) the partner dies;
(ii) the partner is subject to an order commencing bankruptcy proceeding;
(iii) the partner is subject to a decision for the commencement of guardianship;
(iv) the partner has been expelled.
Article 681
(1) Accounts as between the withdrawing partner and other partners must be settled according to the status of the partnership property as at the time of the withdrawal.
(2) The interest of the withdrawing partner may be refunded in money, regardless of the kind of the withdrawing partner's contribution.
(3) With respect to any matter not yet completed at the time of the withdrawal, accounts may be made up subsequent to the completion of that matter..
","
A partnership shall be dissolved on the successful completion of the business that is its object.
",679|681
H28-28-1,N,"
Article 705
A person that has paid money or delivered anything as performance of an obligation may not demand the return of the money paid or thing delivered if the person knew, at the time, that the obligation did not exist..
","
A person who has tendered anything as performance of an obligation may not demand the return of the thing tendered if the person were negligent in not knowing that the obligation did not exist.
",705
H28-35-1,N,"
Article 369
(1) A mortgagee has the right to have the mortgagee's claim satisfied prior to other obligees out of the immovables that the obligor or a third party provided to secure the obligation without transferring possession.
(2) Superficies and farming rights may be the subject matter of a mortgage.In this case, the provisions of this Chapter apply mutatis mutandis..
","
Both superficies and rights to lease land cannot be the subject matter of a mortgage.
",369
H28-35-2,Y,"
Article 606
(1) A lessor assumes an obligation to effect repairs necessary for using and making profit of the leased thing;provided, however, that this does not apply if repairs are necessary due to any grounds attributable to the lessee.
(2) A lessee may not refuse if the lessor seeks to engage in an act that is necessary for the preservation of the leased thing..
","
An owner of the land shall not assume an obligation to a superficiary to make the land available, but a lessor shall assume an obligation to a lessee to make the land available.
",606
H28-35-3,Y,"
Article 612
(1) A lessee may not assign the lease or sublease a leased thing without obtaining the approval of the lessor.
(2) If the lessee allows any third party to make use of or take the profits of a leased thing in violation of the provisions of the preceding paragraph, the lessor may cancel the contract..
","
A superficiary may assign the superficies without obtaining the approval of the owner of the land but a lessee may not assign the lessee's rights without obtaining the approval of the lessor or the court's permission in lieu of it.
",612
H24-1-A,N,"
Article 15
(1) The family court may decide to commence an assistance in respect of a person whose capacity to appreciate their own situation is inadequate due to a mental disorder, at the request of the person in question, that person's spouse, that person's relative within the fourth degree of kinship, the guardian, the guardian's supervisor, the curator, the curator's supervisor, or a public prosecutor;provided, however, that this does not apply to a person with respect to whom there are grounds as prescribed in Article 7
or the main clause of Article 11.
(2) The issuance of a decision for commencement of assistance at the request of a person other than the person in question requires the consent of the person in question.
(3) A decision for commencement of assistance must be made concurrent with a decision as referred to in Article 17, paragraph (1) or a decision as referred to in Article 876-9, paragraph (1)..
","
Any person who has insufficient capacity to appreciate right or wrong due to any mental disability may not request a ruling of commencement of assistance in person.
",15
H24-1-U,Y,"
Article 13
(1) A person under curatorship must obtain the consent of the curator in order to perform any of the following acts;provided, however, that this does not apply to an act provided for in the proviso of Article 9:
(i) receiving or using any property producing civil fruit;
(ii) borrowing money or guaranteeing an obligation;
(iii) performing an act with the purpose of acquiring or losing any right regarding immovables or other significant property;
(iv) suing any procedural act;
(v) giving a gift, reaching a settlement, or entering into an arbitration agreement (meaning an arbitration agreement as provided in Article 2, paragraph (1) of the Arbitration Act (Act No. 138 of 2003));
(vi) accepting or renouncing a succession or dividing an estate;
(vii) refusing an offer of a gift, renouncing a legacy, accepting an offer of gift with burden, or accepting a legacy with burden;
(viii) constructing a new building, renovating, expanding, or undertaking major repairs;
(ix) granting a lease for a term that exceeds the period set forth in Article 602; or
(x) performing any of the acts set forth in the preceding items as a legal representative of a person with qualified legal capacity (meaning a minor, adult ward, or person under curatorship or a person under assistance who is subject to a decision as referred to in Article 17, paragraph (1); the same applies hereinafter).
(2) At the request of a person as referred to in the main clause of Article 11
or the curator or curator's supervisor, the family court may decide that the person under curatorship must also obtain the consent of the curator before performing an act other than those set forth in each of the items of the preceding paragraph;provided, however, that this does not apply to an act provided for in the proviso to Article 9.
(3) If the curator does not consent to an act for which the person under curatorship must obtain the curator's consent even though it is unlikely to prejudice the interests of the person under curatorship, the family court may grant permission that operates in lieu of the curator's consent at the request of the person under curatorship.
(4) An act for which the person under curatorship must obtain the curator's consent is voidable if the person performs it without obtaining the curator's consent or a permission that operates in lieu of it..
","
With respect to any act which requires the consent of the curator, if the curator does not give consent in cases where the interest of the person under curatorship is unlikely to be prejudiced, the person under curatorship may make a claim to the family court for a permission in lieu of the consent of the curator.
",13
H24-1-E,N,"
Article 19
(1) If the family court decides to commence a guardianship and the person in question is a person under curatorship or a person under assistance, it must rescind the decision for commencement of the curatorship or commencement of assistance respecting that person.
(2) The provisions of the preceding paragraph apply mutatis mutandis if the court decides to commence a curatorship and the person in question is an adult ward or a person under assistance or if the court decides to commence an assistance and the person in question is an adult ward or a person under curatorship..
","
In cases any ruling for commencement of guardianship to a person under assistance is to be made, the family court need not to rescind the ruling of commencement of assistance pertaining to such person.
",19
H24-2-1,N,"
Article 120
(1) An act that is voidable on the grounds of the qualified legal capacity to act of the person who did the act may be rescinded only by the person with qualified legal capacity (in the case of an act performed by the person as a legal representative of another person with limited capacity, including that other person with limited capacity), or an agent or successor thereof, or a person who has the authority to give consent thereto.
(2) An act that is voidable on the grounds of a mistake, fraud or duress may be rescinded only by the person who made the defective manifestation of intention, or an agent or successor thereof..
","
With respect to contracts concluded by the person with limited capacity, if the person with limited capacity and the statutory agent have the right to rescind, the counterparty also has.
",120
H24-2-2,N,"
Article 120
(1) An act that is voidable on the grounds of the qualified legal capacity to act of the person who did the act may be rescinded only by the person with qualified legal capacity (in the case of an act performed by the person as a legal representative of another person with limited capacity, including that other person with limited capacity), or an agent or successor thereof, or a person who has the authority to give consent thereto.
(2) An act that is voidable on the grounds of a mistake, fraud or duress may be rescinded only by the person who made the defective manifestation of intention, or an agent or successor thereof..
","
In cases where the adult concluded a contract, and later, he/she became subject to the ruling of commencement of guardianship,the gurdian of adult may rescind the contract by proving that there is a ground for commencement of guardinaship.
",120
H24-2-4,N,"
Article 21
If a person with qualified legal capacity uses fraudulent means to induce another person to believe that the person is a person with legal capacity to act, the person may not rescind the act in question..
","
In cases where a person with limited capacity manipulates any fraudulent means to induce others to believe that he/she is a person with capacity, his/her jusistic act has effect even if there is a mistake in any element of the juristic act in question.
",21
H24-4-A,Y,"
Article 99
(1) A manifestation of intention that an agent makes indicating that they will be making a manifestation of intention on behalf of the principal within the scope of the agent's authority binds the principal directly.
(2) The provisions of the preceding paragraph apply mutatis mutandis to a manifestation of intention that a third party makes to an agent..
","
A manifestation of intention made by a third party to an agent representing that tha same is made on behalf of the principal binds the principal, even if an agent recieves the same with no indication that it is made on behalf of the principal.
",99
H24-4-I,Y,"
Article 111
(1) The authority to represent ceases to exist upon:
(i) death of the principal; and
(ii) death of the agent, or being given an order commencing bankruptcy proceeding or a decision for commencement of guardianship against the agent.
(2) The authority to represent by mandate ceases to exist, other than on the grounds set forth in the respective items of the preceding paragraph, upon the termination of the mandate..
","
The authority of agency shall be terminated when the agent is subject to an order for the commencement of guardianship.
",111
H24-4-U,N,"
Article 101
(1) If the validity of a manifestation of intention that an agent has made to the other party is to be influenced by the absence of intention; by mistake, fraud, or duress; or by the knowledge of or negligence in not knowing of a particular circumstance; whether or not any such fact was present is decided as it concerns the agent.
(2) If the validity of a manifestation of intention that the other party has made to the agent is to be influenced by the recipient's knowledge of or negligence in not knowing of a particular circumstance, whether or not any such fact was present is decided as it concerns the agent.
(3) If an agent who has been entrusted with performing a specific juridical act performs that act, the principal may not assert that the agent did not know of any particular circumstance of which the principal knew. The same applies to any circumstance of which the principal did not know due to the principal's own negligence..
","
In cases the validity of a manifestation of intention should be affected by knowing any paricular circumstance, whether or not such fact existed shall, at the election of the principal, be determined with eigther the principal or the agent.
",101
H24-4-E,N,"
Article 116
Ratification is retroactive to the time of the conclusion of the contract unless a particular intention is manifested;provided, however, that this may not prejudice the rights of a third party..
","
In cases where the principal ratifies the contract concluded by a person without authority of agency, the contract shall be effective toward the future from the time of the rarification, unless other intention is manifested.
",116
H24-4-O,Y,"
Article 105
A legal representative may appoint a subagent on its own responsibility. In such a case, if there is a compelling reason to do so, the legal representative is only liable to the principal for the appointment and supervision of the subagent..
","
A privately appointed agent shall not be responsible vis-a-vis the principal for the appointment and supervision of such sub-agent if it appointed the sub-agent in accordance with the nomination by the principal: provided, however, that, this shall not apply to the cases where the agent knows that the sub-agent is untrustworthy, and fails to notify the principal thereof or to dismiss the sub-agent.
",105
H24-5-1,Y,"
Article 109
(1) A person who indicates to a third party that the person granted certain authority to represent to another person is liable for an act performed between that other person and that third party within the scope of the authority to represent;provided, however, that this does not apply if the third party knew or did not know due to negligence that the other person has not been granted the authority to represent.
(2) If a person who indicates to a third party that the person granted authority to represent to another person is, pursuant to the provisions of the preceding paragraph, liable for acts performed by that other person in relation to the third party within the scope of the authority to represent, and the other person performs in relation to the third party an act beyond the scope of the authority to represent, the person who makes the indication is liable for that act only if the third party has reasonable grounds for believing that the other person has authority to represent in that act..
","
(A) broke into a stranger (B)'s house to steal B's seal and documents relating to registration, and forged the proxy which is manifested that B granted certain authority of agency to A in order to sell B's real property.
In such case, B shall not be liable for the contract concluded by A as a agent of B that B sells his/her real property to (C), even if C knew, or were negligent in not knowing, that A was not granted the authority of agency.
",109
H24-5-3,Y,"
Article 115
A counterparty may rescind a contract that a person without the authority to represent has concluded until the principal ratifies it;provided, however, that this does not apply if the counterparty knew at the time of the conclusion of the contract that the agent had no authority to represent..
","
A contract concluded by a person without any authority of agency may not be rescined by the counterparty who knew that the agent had no authority of agency at the time of the conclusion of the contract, even before the principal ratifies it.
",115
H24-5-4,Y,"
Article 117
(1) A person who concludes a contract as an agent of another person is liable to the counterparty for the performance of the contract or compensation for loss or damage, as chosen by the counterparty, unless the person proves the authority to represent or the principal ratifies the contract.
(2) The provisions of the preceding paragraph do not apply in the following cases:
(i) if the counterparty knew that the person who concluded the contract as an agent of the other person had no authority to represent;
(ii) if the counterparty was negligent in not knowing that the person who concluded the contract as an agent of the other person had no authority to represent;provided, however, that this does not apply if the person who concluded a contract as an agent of the other person knew themselves to have no authority to represent; or
(iii) if the legal capacity to act of the person who concluded the contract as an agent of the other person was subject to restrictions..
","
If an unauthorized argent is unable to obtain the ratification of the principal, the counterparty who did not konw and without negligence in not knowing that the agent had no authorigy of agency claim damages against him/her.
",117
H24-6-A,Y,"
Article 131
(1) If a condition has already been fulfilled at the time of a juridical act and that condition is a condition precedent, the juridical act constitutes an unconditional juridical act; if that condition is a condition subsequent, the juridical act is void.
(2) If it has already been established at the time of a juridical act that a condition will not be fulfilled and that condition is a condition precedent, the juridical act is void; if that condition is a condition subsequent, the juridical act constitutes an unconditional act.
(3) In the cases referred to in the provisions of the preceding two paragraphs, the provisions of Article 128
and Article 129
apply mutatis mutandis until the relevant party becomes aware that the condition has been or has not been fulfilled..
","
In cases where it is already established conclusively at the time of the performance of the applicable juristic act that a certain condition will not be fulfilled, if such condition is a condition subsequent, such juristic act shall be unconditional; on the other hand, if such condition is a condition precedent, such juristic act shall be void.
",131
H24-6-I,N,"
Article 132
A juridical act subject to an unlawful condition is void. The same applies to a juridical act subject to the condition that an unlawful act not be performed..
","
Juristic act which is subject to an unlawful condition shall be void, however jusistic act which is subject to the condition that an unlawful act not be performed shall not be void.
",132
H24-6-U,N,"
Article 129
While it is uncertain whether or not a condition will be fulfilled, the rights and obligations of the party concerned may be disposed of, inherited or preserved, or a security may be provided therefor, in accordance with the general provisions..
","
Conditional rights may not be inherited while it is uncertain whether or not such condition has been fulfilled.
",129
H24-7-A,N,"
Article 147
(1) If any of the following grounds exists, the period of prescription does not expire until the ground ceases to exist (if the ground ceases to exist while the right remains undetermined by a final and binding judgment or anything that has the same effect as a final and binding judgment, until six months have passed from the time of cessation):
(i) demand by litigation;
(ii) demand for payment;
(iii) settlement referred to in Article 275, paragraph (1) of the Code of Civil Procedure or mediation under the Civil Conciliation Act (Act No. 222 of 1951) or the Domestic Relations Case Procedure Act (Act No. 52 of 2011); or
(iv) participation in bankruptcy proceeding, rehabilitation proceeding or reorganization proceeding.
(2) In the case referred to in the preceding paragraph, if a right is determined by a final and binding judgment or anything that has the same effect as a final and binding judgment, a new period of prescription commences to run at the time when the grounds set forth in the items of that paragraph cease to exist;.
","
In cases where the obligor who has the debt by oneself was dead and there are more than one heirs, the extinctive prescription of the debt shall be nullified until the time when the applicable heir is identified.
",147
H24-7-E,Y,"
Article 441
Except in cases prescribed in Articles 438, Article 439, paragraph (1), and the preceding Article, any circumstances which have arisen with respect to one of the joint and several obligors is not effective in relation to other joint and several obligors;provided, however, that if the obligee and one of the other joint and several obligors manifest a different intention, their intention prevails with respect to the effect in relation to the remaining other joint and several obligees..
","
In cases where (A) and (B) have a joint and several obligation which A bears the portion of all, the extinctive prescription of A's obligation shall not be nullified even if B acknowledge B's obligation to the obligee; therefore, B also shall be relieved of the obligation if the extinctive prescription is completed.
",441
H24-7-O,Y,"
Article 441
Except in cases prescribed in Articles 438, Article 439, paragraph (1), and the preceding Article, any circumstances which have arisen with respect to one of the joint and several obligors is not effective in relation to other joint and several obligors;provided, however, that if the obligee and one of the other joint and several obligors manifest a different intention, their intention prevails with respect to the effect in relation to the remaining other joint and several obligees..
","
In cases where (A) and (B) is a married couple, if A engages in juristic act with (C) in the single name of oneself regarding everyday household matters, the extinctive prescription of C's credit against B shall be nullified upon the judical claim of C's credit against B.
",441
H24-8-3,Y,"
Article 189
(1) A possessor in good faith acquires fruits derived from the thing under possession.
(2) If a possessor in good faith is defeated in an action on the title that legally supports the possession, that possessor is deemed to be a possessor in bad faith as from the time when the action is filed..
","
If a possessor in good faith is defeated in an action on the title, he/she shall be deemed to be a possessor in bad faith as from the time when such action was brought.
89-2
",189
H24-8-5,N,"
Article 424
(1) An obligee may demand the court to rescind an act which the obligor commits knowing that it will prejudice the obligee; provided, however, that this does not apply if a person that benefits from that act (hereinafter referred to as the ""beneficiary"" in this Subsection) does not know, at the time of the act, that the obligee will be prejudiced.
(2) The provisions of the preceding paragraph do not apply to an act with a subject matter other than property rights.
(3) The obligee may make the demand under the provisions of paragraph (1) (hereinafter referred to as ""demand for rescission of fraudulent act"") only if the obligee's claim has arisen from a cause that existed before the act prescribed in paragraph (1).
(4) The obligee may not make demand for rescission of fraudulent act if the obligee's claim is not enforceable by compulsory execution..
","
An obligee (B) against (A) may demand the court against (D) who succeeds to benefits as defendant to rescind the gift from A to (C) by the reason of fraudulent act, if D knew, at the time of the gift, the fact that B is to be prejudiced.
",424
H24-9-1,N,"
Article 166
(1) A claim is extinguished by prescription in the following cases:
(i) if the obligee does not exercise the right within five years from the time when the obligee came to know that it was exercisable; or
(ii) if the obligee does not exercise the right within 10 years from the time when it became exercisable.
(2) A claim or property right other than ownership is extinguished by prescription if not exercised within 20 years from the time when the right became exercisable.
(3) The provisions of the preceding two paragraphs do not preclude the commencement of acquisitive prescription for the benefit of a third party that possesses the subject matter of a right with a time of commencement or a right subject to a condition precedent, at the time of commencing the possession;provided, however, that the holder of the right may demand acknowledgment from the possessor at any time to renew the prescription period.
Article 291
The period of the extinctive prescription provided for in Article 166, paragraph (2) commences upon the final exercise of the servitude if the servitude is not exercised continuously, and upon the occurrence of a fact that prevents the exercise of the servitude if the servitude is exercised continuously..
","
A claim may be extinguished by extinctive prescription; however, a real right may not.
",166|291
H24-9-4,N,"
Article 362
(1) A pledge may have a property right for its subject matter.
(2) Beyond what is provided for in this Section, the provisions of the preceding three Sections (General Provisions, Pledges on Movables and Pledges of Immovables) apply mutatis mutandis to pledges referred to in the preceding paragraph, provided that it is not inconsistent with the nature of the same.
Article 364
The creation of a pledge over a claim (including a pledge over a claim which has not yet arisen) may not be duly asserted against a third party obligor and other third parties unless notice of the creation of the pledge is given to that third party obligor in accordance with the provisions of Article 467, or unless that third party obligors gives consent to the same.
Article 588
If any person has an obligation to pay money or deliver other thing under any arrangement, and the parties agree to regard such thing as the subject matter of a loan for consumption, it is deemed that this establishes a loan for consumption..
","
A claim may be the subject of another claim; howver, a claim may not be subject of a real right.
",362|364|588
H24-10-1,Y,"
Article 183
If an agent manifests the intention to thenceforward possess a thing under the agent's own possession on behalf of the principal, the principal thereby acquires the possessory rights.
Article 200
(1) If a possessor is forcibly dispossessed, the possessor may demand the restitution of the thing and compensation for loss or damage by filing an action for recovery of possession.
(2) An action for recovery of possession may not be filed against a specific successor of a person that forcibly takes possession;provided, however, that this does not apply if that successor had knowledge of the fact that the person has unlawfully taken the possession..
","
(A) bought the movable ""a"" from (B) and A aquired possessory right by constructive transfer, however B is forcibly dispossessed the movable ""a"" by (C).
In this case, A may claim for the restoration of the movable ""a"" against C not only based on the ownership but also by bringing an action for recovery of possession.
",183|200
H24-10-2,N,"
Article 192
A person that commences the possession of movables peacefully and openly by a transactional act acquires the rights that are exercised with respect to the movables immediately if the person possesses it in good faith and without negligence..
","
(A) bought the movable ""a"" from (B) and A aquired possessory right by constructive transfer, however B also sold the movalbe ""a"" to (C) and delivered in actual.
In this case, C may assert against A to aquire the ownership the movable ""a"" without unknowlegde and negligence regarding to the trade of the movable ""a"" between A and B.
",192
H24-10-3,N,"
Article 182
(1) The transfer of possessory rights is effected by the delivery of the thing possessed.
(2) If a transferee or the agent of a transferee is actually holding the thing under possession, the transfer of possessory rights may be effected by the parties' manifestations of intention alone..
","
(A) bought the movable ""a"" which he/she had borrowed and possessed from (B).
In such case, A may not asserted against B to aquire the ownership of the movable ""a"", unless A returns it to B and B delivers again it to A in actual.
",182
H24-10-4,N,"
Article 184
If a thing is possessed through an agent, the principal orders that agent to thenceforward possess that thing on behalf of a third party, and that third party consents thereto, the third party acquires the possessory rights.
Article 344
The creation of a pledge becomes effective through delivery of the subject matter of the pledge to the obligee..
","
(A) got the creation of the pledge regarding to the B'movable ""a"" in order to secure the A's credit against B.
In such case, the creation of the pledge shall not take effect by only delivering the movable ""a"" in way of transfers of possession by instructions.
",184|344
H24-10-5,N,"
Article 184
If a thing is possessed through an agent, the principal orders that agent to thenceforward possess that thing on behalf of a third party, and that third party consents thereto, the third party acquires the possessory rights..
","
In cases where (A) bought the movable ""a"" which (B) had owned and deposited to the depositary, if A orders the depositary to thenceforward possess it on behalf of A, and such depositary consents thereto, A shall acquire the possessory right.
",184
H24-11-1,N,"
Article 206
An owner has the rights to freely use, profit from and dispose of the thing owned, within the limits of laws and regulations..
","
Any claim of a real right based on an ownership is the right derived from the ownership; therefore, only a claim of real right separated from  an ownership may not be assigned, but may be extinguished by an extinctive prescription.
",206
H24-11-4,Y,"
Article 249
Each co-owner may use the entire property in co-ownership in proportion to each co-owner's interest..
","
Although (A), (B) and (C) co-own the land used as a farm in one third of proportion, a third party with the consent of A is going to develop the land to a residential land.
In such case, C, by oneself, may demand the third party not to develop all of the land as exercing the claim of the real right based on co-ownership.
",249
H24-12-1,N,"
Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights..
","
In cases where (A) have created the (B)'s supercify over A's land and registered such fact,
the supercify shall be extinguished if B acquires the ownership of A's land, even if the supecify was the object of the mortgage of a third party.
",179
H24-12-2,N,"
Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights..
","
In cases where (A) have created the superficy for (B) and (C) over A's land and registered such fact,
even if the superficy is in quasi co-ownership by B and C, the supecify shall be extinguished if B acquires the ownership of A's land.
",179
H24-12-3,Y,"
Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights..
","
In cases where (B) has the superficy over (A)'s land, which had already been the subject of the mortgage, and registered such fact,
the supecify shall be extinguished if B acquires the ownership of A's land.
",179
H24-12-5,N,"
Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights..
","
In cases where (B) has the superficy over (A)'s land and registered such fact, and erected a building on A's land to lease to (C),
the supecify shall not be extinguished even if B acquires the ownership of A's land.
",179
H24-14-A,N,"
Article 302
A right of retention is extinguished if the holder of the right of retention loses possession of the thing retained;provided, however, that this does not apply if the thing retained is leased or it is made the subject of a pledge pursuant to the provisions of Article 298, paragraph (2).
Article 298
(1) The holder of a right of retention must possess the thing retained with the due care of a prudent manager.
(2) The holder of the right of retention may not use, lease or provide as a security the thing retained unless that holder obtains the consent of the obligor;provided, however, that this does not apply to uses necessary for the preservation of that thing.
(3) If the holder of a right of retention violates the provisions of the preceding two paragraphs, the obligor may demand that the right of retention be terminated..
","
Rights of Retention is the right hold by a possessor of a Thing belonging to another porson; therefore, in cases a holder a right of retention leases the Thing retained to a third party, a right of retention shall be extinguished even if he/she obtains the consent of an owner.
",302|298
H24-14-U,Y,"
Article 372
The provisions of Article 296, Article 304
and Article 351
apply mutatis mutandis to mortgages.
Article 304
(1) A statutory lien may also be exercised against things including monies that the obligor is to receive as a result of the sale, lease or loss of, or damage to, the subject matter of the statutory lien;provided, however, that the holder of the statutory lien must attach the same before the payment or delivery of the monies or other thing.
(2) The provisions of the preceding paragraph also apply to the consideration for real rights created by the obligor on the subject matter of the statutory lien..
","
A mortgage may also be exercised against the claim for damage that the obligor is to receive as a result of the loss of the subject matter of the mortgage; on the other hand, a right of retention may not.
",372|304
H24-15-1,Y,"
Article 371
If there is a default with respect to a claim secured by a mortgage, the mortgage extends to the fruits of the mortgaged immovables derived after the default..
","
If there is a default with respect to a claim secured by a mortgage, the mortgage shall extend to the fruits of the Mortgaged Immovable Properties derived after the default.
",371
H24-15-3,N,"
Article 380
No principal obligor, guarantor or successor of the same may make a claim for the extinguishment of a mortgage..
","
A primary obligor may not make a claim for the extinction of a mortgage; however, a jointly and severally liable guarantor with respect to the obligation may make that claim.
",380
H24-15-4,N,"
Article 395
(1) A person that uses or profits from a building subject to a mortgage by virtue of a lease that cannot be duly asserted against the mortgagee, and that is set forth as follows (in the following paragraph referred to as ""mortgaged building user"") is not required to deliver that building to the purchaser thereof until six months have passed from the time when the purchaser purchased that building at auction:
(i) a person that has been using or profiting from the building since prior to the commencement of auction procedures; or
(ii) a person that is using or profiting from the building by virtue of a lease given after the commencement of auction procedures by the administrator of compulsory administration or execution against earnings from immovable collateral.
(2) The provisions of the preceding paragraph do not apply if the purchaser, specifying a reasonable period of time, issues a notice to the mortgaged building user demanding payment of consideration for a period of one month or more with respect to the use of the building referred to in that paragraph that has been made after the time of purchase by the purchaser, and no payment is made within that reasonable period of time.
Article 703
A person that has benefited (hereinafter in this Chapter referred to as ""beneficiary"") from the property or labor of another person without legal cause and has thereby caused a loss to another person bears the duty to return that benefit, to the extent the benefit exists..
","
In cases where a mortgage with respect to a building is exercised, if there is a person who has been using the building since prior to the commnecement of auction procedures and posterior to the registration of the mortgage, he/she shall not be required to deliver that building to the purchaser thereof until six months have elapsed from the time when the purchaser purchased that building at auction without paying consideration with respect to the use of the building.
",395|703
H24-15-5,Y,"
Article 389
(1) If a building is constructed on a mortgaged land after the creation of a mortgage, the mortgagee may auction the building together with the land;provided, however, that the right of priority of that mortgagee may be exercised solely against the proceeds of the land.
(2) The provisions of the preceding paragraph do not apply if the owner of that building has rights with respect to the possession of the mortgaged land that may be duly asserted against the mortgagee..
","
If a building is constructed on motgaged land by a third party afer creation of a mortgage, the mortgagee may auction the building together with the land.
",389
H24-16-1,N,"
Article 398-2
(1) Mortgages may be created, by an establishing act, in order to secure unspecified claims of a certain scope, up to the limit of a maximum amount.
(2) The scope of the unspecified claims to be secured by the mortgage under the provisions of the preceding paragraph (hereinafter referred to as ""revolving mortgage"") must be prescribed by limiting the scope to claims arising from specific contracts with the obligor for continuous transactions or other claims arising from certain kinds of transactions with the obligor.
(3) Claims that arise continuously with the obligor pursuant to a specific cause, claims under negotiable instruments or checks, or electronically recorded monetary claims (meaning electronically recorded monetary claims prescribed in Article 2, paragraph (1) of the Electronically Recorded Monetary Claims Act (Act No. 102 of 2007); the same applies in paragraph (2) of the following Article) may be treated as claims that are to be secured by a revolving mortgage, notwithstanding the provisions of the preceding paragraph..
","
Even if claims on negotigable instruments or checks are specified as claims that are to be secured by Revolving Mortgage,  any claim on negotigable instruments or checks which issued by a third pary and endorsed by the obligor may not be treated as claims that are to be secured by Revolving Mortgage.
",398-2
H24-16-2,Y,"
Article 398-7
(1) A person that acquires a claim from a revolving mortgagee before the principal is crystallized may not exercise the revolving mortgage with respect to that claim. The same applies to a person that made payment for or on behalf of an obligor before the principal was crystallized.
(2) If an obligation is assumed before the principal is crystallized, the revolving mortgagee may not exercise the revolving mortgage with respect to the obligation of the person that assumes the obligation.
(3) If the assumption of obligation releasing an old obligor is effected before the principal is crystallized, the obligee may not transfer the revolving mortgage to the obligation assumed by the new obligor, notwithstanding the provisions of Article 472-4, paragraph (1).
(4) If any novation due to the substitution of the obligee is effected before the principal is crystallized, the obligee before the novation may not transfer the revolving mortgage to the obligations after the novation, notwithstanding the provisions of Article 518, paragraph (1). The same applies to the obligee in the case of novation due to the substitution of the obligor before the principal is crystallized..
","
A person who acquires a claim from a revolving mortgagee before the principal is fixed may not exercise the Revolving Mortgage with respect to such claim.
",398-7
H24-16-3,N,"
Article 398-4
(1) The scope of the claims to be secured by a revolving mortgage may be changed if the change is effected before the principal is crystallized. The same applies with respect to change of obligors.
(2) In order to effect the changes referred to in the preceding paragraph, it is not required that the approval of third parties including subordinated mortgagee be obtained.
(3) If the change under paragraph (1) is not registered before the principal is crystallized, it is deemed that the change was not effected..
","
In order to effect the alterations with respect to the scope and the obligor of the claims to be secured by a Revolving Mortgage, it is not required that the approval of third parties including subordinated obligees be obtained.
",398-4
